State,Census Division,Census Region,Gender,Age Group,Gender&Age,Education,Annual Income,Checking Account,Savings Account,Overdraw,Other Investments,Other Retirement Accounts,Number of Credit Cards,Credit Card Balance Interest,Emergency Funds,Retirement Planning,Health Insurance,Financial Confidence,Financial Knowledge,Emergency Funds_score,Retirement Planning_score,Health Insurance_score,Checking Account_score,Savings Account_score,Other Investments_score,Other Retirement Accounts_score,Overdraw_score,Credit Card Balance Interest_score,Number of Credit Cards_score,Total_Score,FinLit_Level
Colorado,Mountain,West,Male,65+,Male 65+,Bachelor's degree,"At least $100,000 but less than $150,000",Yes,Yes,No,Yes,Yes,4 to 8,No,Yes,,Yes,Strongly agree,7,5,,5,3,3,3,3,3,3,3,31,Moderately High
Maryland,South Atlantic,South,Male,65+,Male 65+,Post graduate degree,"At least $35,000 but less than $50,000",Yes,Yes,No,No,Yes,2 to 3,No,Yes,,Yes,Strongly agree,6,5,,5,3,3,1,3,3,3,3,29,Moderately High
Georgia,South Atlantic,South,Male,35-44,Male 35-44,High school graduate - regular high school diploma,"Less than $15,000",Yes,Yes,No,No,Yes,1,No,Yes,No,Yes,Strongly agree,7,5,1,5,3,3,1,3,3,3,2,29,Moderately High
Alaska,Pacific,West,Male,45-54,Male 45-54,Associate's degree,"At least $150,000 but less than $200,000",Yes,Yes,No,No,No,1,Yes,Yes,Yes,No,Moderately agree,5,5,3,1,3,3,1,1,3,1,2,23,Average
Alabama,East South Central,South,Male,55-64,Male 55-64,High school graduate - regular high school diploma,"At least $35,000 but less than $50,000",Yes,No,Yes,No,Yes,4 to 8,Yes,No,No,Yes,Moderately agree,6,1,1,5,3,1,1,3,1,1,3,20,Average
District of Columbia,South Atlantic,South,Male,35-44,Male 35-44,Post graduate degree,"At least $100,000 but less than $150,000",Yes,Yes,No,No,Don't know,4 to 8,Prefer not to say,No,Yes,No,Neither agree nor disagree,6,1,3,1,3,3,1,0,3,0,3,18,Moderately Low
Maryland,South Atlantic,South,Male,55-64,Male 55-64,Associate's degree,"At least $35,000 but less than $50,000",Yes,Yes,No,No,Yes,2 to 3,Yes,Yes,No,Yes,Strongly agree,6,5,1,5,3,3,1,3,3,1,3,28,Moderately High
Michigan,East North Central,Midwest,Male,65+,Male 65+,"Some college, no degree","At least $35,000 but less than $50,000",Yes,Yes,Yes,No,,No credit cards,,No,,Yes,Strongly agree,5,1,,5,3,3,1,,1,,1,15,Moderately Low
Iowa,West North Central,Midwest,Male,35-44,Male 35-44,Associate's degree,"At least $50,000 but less than $75,000",Yes,Yes,No,No,,No credit cards,,No,No,No,Slightly agree,4,1,1,1,3,3,1,,3,,1,14,Moderately Low
Massachusetts,New England,Northeast,Male,65+,Male 65+,Bachelor's degree,"At least $35,000 but less than $50,000",Yes,Yes,No,No,Yes,2 to 3,No,Yes,Yes,Yes,Neither agree nor disagree,4,5,3,5,3,3,1,3,3,3,3,32,Moderately High
Massachusetts,New England,Northeast,Male,25-34,Male 25-34,Bachelor's degree,"At least $50,000 but less than $75,000",Yes,Yes,Yes,Yes,,4 to 8,No,No,No,Yes,Slightly agree,5,1,1,5,3,3,3,,1,3,3,23,Average
Delaware,South Atlantic,South,Male,65+,Male 65+,Bachelor's degree,"At least $50,000 but less than $75,000",Yes,Yes,No,Yes,No,9 to 12,Yes,No,,Yes,Strongly agree,6,1,,5,3,3,3,1,3,1,1,21,Average
Missouri,West North Central,Midwest,Male,65+,Male 65+,Bachelor's degree,"At least $100,000 but less than $150,000",Yes,Yes,No,Yes,No,2 to 3,No,Yes,,Yes,Moderately agree,7,5,,5,3,3,3,1,3,3,3,29,Moderately High
Michigan,East North Central,Midwest,Male,25-34,Male 25-34,Bachelor's degree,"At least $75,000 but less than $100,000",Yes,Yes,No,No,,1,No,Yes,Don't know,Yes,Strongly agree,4,5,0,5,3,3,1,,3,3,2,25,Average
Massachusetts,New England,Northeast,Male,45-54,Male 45-54,"Some college, no degree","At least $35,000 but less than $50,000",Yes,Yes,No,Yes,No,No credit cards,,Yes,No,Yes,Moderately agree,5,5,1,5,3,3,3,1,3,,1,25,Average
Indiana,East North Central,Midwest,Male,35-44,Male 35-44,Associate's degree,"At least $15,000 but less than $25,000",Yes,No,No,No,,No credit cards,,No,Yes,No,Strongly agree,5,1,3,1,3,1,1,,3,,1,14,Moderately Low
Maryland,South Atlantic,South,Male,45-54,Male 45-54,Associate's degree,"At least $200,000 but less than $300,000",Yes,Yes,No,Yes,No,4 to 8,No,Yes,No,Yes,Neither agree nor disagree,5,5,1,5,3,3,3,1,3,3,3,30,Moderately High
Indiana,East North Central,Midwest,Male,55-64,Male 55-64,High school graduate - regular high school diploma,"At least $35,000 but less than $50,000",Yes,Yes,No,No,Yes,2 to 3,Yes,No,Yes,Yes,Moderately agree,5,1,3,5,3,3,1,3,3,1,3,26,Average
Michigan,East North Central,Midwest,Male,55-64,Male 55-64,Bachelor's degree,"At least $100,000 but less than $150,000",Yes,Yes,No,Yes,No,2 to 3,No,Yes,,Yes,Strongly agree,6,5,,5,3,3,3,1,3,3,3,29,Moderately High
Mississippi,East South Central,South,Male,55-64,Male 55-64,Associate's degree,"At least $35,000 but less than $50,000",Yes,No,Yes,No,,9 to 12,Yes,No,No,Yes,Moderately disagree,5,1,1,5,3,1,1,,1,1,1,15,Moderately Low
Michigan,East North Central,Midwest,Male,65+,Male 65+,"Some college, no degree","At least $50,000 but less than $75,000",Yes,Yes,No,No,,2 to 3,Yes,No,,Yes,Strongly agree,5,1,,5,3,3,1,,3,1,3,20,Average
Missouri,West North Central,Midwest,Male,45-54,Male 45-54,"Some college, no degree","At least $75,000 but less than $100,000",Yes,No,No,No,No,4 to 8,Yes,No,No,Yes,Moderately agree,5,1,1,5,3,1,1,1,3,1,3,20,Average
Maryland,South Atlantic,South,Male,65+,Male 65+,Post graduate degree,"At least $100,000 but less than $150,000",Yes,Yes,No,Yes,No,2 to 3,No,Yes,,Yes,Neither agree nor disagree,5,5,,5,3,3,3,1,3,3,3,29,Moderately High
Missouri,West North Central,Midwest,Male,65+,Male 65+,"Some college, no degree","At least $75,000 but less than $100,000",Yes,No,Yes,No,Yes,2 to 3,Yes,Yes,,Yes,Moderately agree,6,5,,5,3,1,1,3,1,1,3,23,Average
Nevada,Mountain,West,Male,65+,Male 65+,"Some college, no degree","At least $50,000 but less than $75,000",Yes,Yes,No,Yes,,2 to 3,Yes,No,,Yes,Strongly agree,4,1,,5,3,3,3,,3,1,3,22,Average
Louisiana,West South Central,South,Male,65+,Male 65+,Associate's degree,"At least $25,000 but less than $35,000",Yes,Yes,No,No,,1,Yes,No,,Yes,Slightly agree,4,1,,5,3,3,1,,3,1,2,19,Moderately Low
Michigan,East North Central,Midwest,Male,65+,Male 65+,High school graduate - regular high school diploma,"At least $35,000 but less than $50,000",Yes,Yes,No,No,No,2 to 3,No,Yes,,Yes,Neither agree nor disagree,6,5,,5,3,3,1,1,3,3,3,27,Moderately High
Michigan,East North Central,Midwest,Male,65+,Male 65+,"Some college, no degree","At least $25,000 but less than $35,000",Yes,No,No,Yes,Yes,1,Yes,Yes,,Yes,Strongly agree,5,5,,5,3,1,3,3,3,1,2,26,Average
Iowa,West North Central,Midwest,Male,65+,Male 65+,"Some college, no degree","At least $75,000 but less than $100,000",Yes,Yes,No,Yes,Yes,4 to 8,Yes,Yes,No,Yes,Neither agree nor disagree,5,5,1,5,3,3,3,3,3,1,3,30,Moderately High
Alabama,East South Central,South,Male,55-64,Male 55-64,High school graduate - regular high school diploma,"At least $15,000 but less than $25,000",Yes,No,No,No,,2 to 3,Yes,No,Yes,Yes,Slightly disagree,2,1,3,5,3,1,1,,3,1,3,21,Average
Michigan,East North Central,Midwest,Male,55-64,Male 55-64,"Some college, no degree","At least $35,000 but less than $50,000",Yes,Yes,Yes,Yes,No,2 to 3,No,Yes,,Yes,Strongly agree,6,5,,5,3,3,3,1,1,3,3,27,Moderately High
Missouri,West North Central,Midwest,Male,35-44,Male 35-44,High school graduate - regular high school diploma,"At least $75,000 but less than $100,000",Yes,Yes,Yes,No,Yes,9 to 12,Yes,No,No,No,Strongly agree,5,1,1,1,3,3,1,3,1,1,1,16,Moderately Low
Indiana,East North Central,Midwest,Male,55-64,Male 55-64,"Some college, no degree","At least $75,000 but less than $100,000",Yes,Yes,No,No,Yes,1,No,Yes,Yes,Yes,Strongly agree,5,5,3,5,3,3,1,3,3,3,2,31,Moderately High
Missouri,West North Central,Midwest,Male,55-64,Male 55-64,Associate's degree,"At least $75,000 but less than $100,000",Yes,Yes,No,Yes,Yes,2 to 3,No,Yes,Yes,Yes,Strongly agree,6,5,3,5,3,3,3,3,3,3,3,34,High
Indiana,East North Central,Midwest,Male,65+,Male 65+,Associate's degree,"At least $50,000 but less than $75,000",Yes,No,No,No,,2 to 3,Yes,No,No,Yes,Strongly agree,7,1,1,5,3,1,1,,3,1,3,19,Moderately Low
New Jersey,Middle Atlantic,Northeast,Male,65+,Male 65+,"Some college, no degree","At least $75,000 but less than $100,000",Yes,Yes,No,Yes,No,2 to 3,No,Yes,,Yes,Strongly agree,7,5,,5,3,3,3,1,3,3,3,29,Moderately High
Indiana,East North Central,Midwest,Male,65+,Male 65+,Bachelor's degree,"At least $200,000 but less than $300,000",Yes,Yes,No,Yes,No,2 to 3,No,Yes,,Yes,Strongly agree,6,5,,5,3,3,3,1,3,3,3,29,Moderately High
Indiana,East North Central,Midwest,Male,45-54,Male 45-54,Bachelor's degree,"At least $200,000 but less than $300,000",Yes,Yes,No,Yes,Yes,9 to 12,No,Yes,Yes,Yes,Strongly agree,6,5,3,5,3,3,3,3,3,3,1,32,Moderately High
Missouri,West North Central,Midwest,Male,65+,Male 65+,Bachelor's degree,"At least $35,000 but less than $50,000",Yes,Yes,No,Don't know,No,2 to 3,No,Yes,,Yes,Moderately agree,6,5,,5,3,3,0,1,3,3,3,26,Average
North Carolina,South Atlantic,South,Male,65+,Male 65+,Associate's degree,"At least $100,000 but less than $150,000",Yes,Yes,No,No,No,2 to 3,No,No,Yes,Yes,Strongly agree,7,1,3,5,3,3,1,1,3,3,3,26,Average
Nevada,Mountain,West,Male,65+,Male 65+,Bachelor's degree,"At least $35,000 but less than $50,000",Yes,Yes,No,No,,13 to 20,Yes,Yes,,Yes,Moderately agree,5,5,,5,3,3,1,,3,1,0,21,Average
North Carolina,South Atlantic,South,Female,65+,Female 65+,"Some college, no degree","At least $35,000 but less than $50,000",Yes,Yes,Yes,No,,No credit cards,,No,,Yes,Strongly agree,5,1,,5,3,3,1,,1,,1,15,Moderately Low
North Carolina,South Atlantic,South,Female,65+,Female 65+,Associate's degree,"At least $25,000 but less than $35,000",Yes,Yes,No,No,,2 to 3,No,Yes,,Yes,Strongly agree,7,5,,5,3,3,1,,3,3,3,26,Average
Minnesota,West North Central,Midwest,Male,45-54,Male 45-54,Bachelor's degree,"At least $75,000 but less than $100,000",Yes,Yes,No,No,Yes,2 to 3,Yes,No,Yes,Yes,Neither agree nor disagree,6,1,3,5,3,3,1,3,3,1,3,26,Average
Michigan,East North Central,Midwest,Male,45-54,Male 45-54,High school graduate - regular high school diploma,"At least $35,000 but less than $50,000",Yes,No,Yes,No,,No credit cards,,No,No,No,Moderately agree,1,1,1,1,3,1,1,,1,,1,10,Low
Massachusetts,New England,Northeast,Male,65+,Male 65+,High school graduate - regular high school diploma,"At least $15,000 but less than $25,000",Yes,No,No,No,,No credit cards,,No,,Yes,Slightly agree,5,1,,5,3,1,1,,3,,1,15,Moderately Low
Missouri,West North Central,Midwest,Male,65+,Male 65+,High school graduate - regular high school diploma,"At least $25,000 but less than $35,000",Yes,No,No,No,,13 to 20,No,No,,Yes,Strongly agree,6,1,,5,3,1,1,,3,3,0,17,Moderately Low
North Carolina,South Atlantic,South,Male,55-64,Male 55-64,"Some college, no degree","At least $15,000 but less than $25,000",Yes,No,No,No,,1,Yes,No,No,Yes,Strongly agree,6,1,1,5,3,1,1,,3,1,2,18,Moderately Low
New Jersey,Middle Atlantic,Northeast,Male,65+,Male 65+,Post graduate degree,"At least $100,000 but less than $150,000",Yes,Yes,No,Yes,No,2 to 3,No,Yes,,Yes,Strongly agree,6,5,,5,3,3,3,1,3,3,3,29,Moderately High
North Carolina,South Atlantic,South,Male,35-44,Male 35-44,High school graduate - regular high school diploma,"At least $25,000 but less than $35,000",Yes,No,No,No,,1,Yes,No,No,Yes,Slightly agree,5,1,1,5,3,1,1,,3,1,2,18,Moderately Low
North Carolina,South Atlantic,South,Female,65+,Female 65+,Bachelor's degree,"At least $75,000 but less than $100,000",Yes,Yes,Yes,No,,1,Yes,No,,Yes,Slightly disagree,5,1,,5,3,3,1,,1,1,2,17,Moderately Low
North Carolina,South Atlantic,South,Female,35-44,Female 35-44,Bachelor's degree,"At least $100,000 but less than $150,000",Yes,No,No,No,,1,No,No,Yes,Yes,Moderately agree,5,1,3,5,3,1,1,,3,3,2,22,Average
New Jersey,Middle Atlantic,Northeast,Male,65+,Male 65+,Post graduate degree,"At least $200,000 but less than $300,000",Yes,Yes,No,Yes,No,2 to 3,No,Yes,,Yes,Strongly agree,6,5,,5,3,3,3,1,3,3,3,29,Moderately High
Michigan,East North Central,Midwest,Male,55-64,Male 55-64,Associate's degree,"At least $35,000 but less than $50,000",Yes,Yes,No,No,,No credit cards,,No,No,Yes,Strongly agree,7,1,1,5,3,3,1,,3,,1,18,Moderately Low
New Jersey,Middle Atlantic,Northeast,Male,25-34,Male 25-34,High school graduate - GED or alternative credential,"At least $50,000 but less than $75,000",Yes,Yes,Yes,Yes,No,4 to 8,Yes,Yes,No,No,Moderately agree,4,5,1,1,3,3,3,1,1,1,3,22,Average
Georgia,South Atlantic,South,Male,55-64,Male 55-64,High school graduate - regular high school diploma,"At least $35,000 but less than $50,000",Yes,Yes,No,No,Yes,1,No,Yes,,Yes,Moderately agree,6,5,,5,3,3,1,3,3,3,2,28,Moderately High
North Carolina,South Atlantic,South,Female,65+,Female 65+,High school graduate - regular high school diploma,"At least $15,000 but less than $25,000",No,No,,,,2 to 3,No,No,No,Yes,Strongerly disagree,4,1,1,5,1,1,,,,3,3,15,Moderately Low
Louisiana,West South Central,South,Male,35-44,Male 35-44,High school graduate - GED or alternative credential,"At least $35,000 but less than $50,000",Yes,Yes,No,No,,No credit cards,,No,Yes,Yes,Strongly agree,7,1,3,5,3,3,1,,3,,1,20,Average
Georgia,South Atlantic,South,Male,35-44,Male 35-44,"Some college, no degree","At least $15,000 but less than $25,000",Yes,Yes,No,No,,1,Yes,No,No,Yes,Moderately agree,4,1,1,5,3,3,1,,3,1,2,20,Average
Ohio,East North Central,Midwest,Male,65+,Male 65+,Associate's degree,"At least $15,000 but less than $25,000",Yes,Yes,No,No,,1,No,No,,Yes,Strongly agree,5,1,,5,3,3,1,,3,3,2,21,Average
North Carolina,South Atlantic,South,Male,65+,Male 65+,Associate's degree,"At least $50,000 but less than $75,000",Yes,Yes,No,No,No,2 to 3,No,Yes,,Yes,Strongly agree,6,5,,5,3,3,1,1,3,3,3,27,Moderately High
New Jersey,Middle Atlantic,Northeast,Male,55-64,Male 55-64,Bachelor's degree,"At least $200,000 but less than $300,000",Yes,Yes,No,Yes,Yes,2 to 3,No,Yes,Yes,Yes,Strongly agree,6,5,3,5,3,3,3,3,3,3,3,34,High
North Carolina,South Atlantic,South,Female,35-44,Female 35-44,"Some college, no degree","At least $100,000 but less than $150,000",Yes,Yes,Yes,No,,9 to 12,Yes,No,No,Yes,Moderately agree,2,1,1,5,3,3,1,,1,1,1,17,Moderately Low
Alabama,East South Central,South,Male,45-54,Male 45-54,High school graduate - regular high school diploma,"At least $50,000 but less than $75,000",Yes,No,No,No,Yes,2 to 3,Yes,No,Don't know,Yes,Slightly disagree,5,1,0,5,3,1,1,3,3,1,3,21,Average
Indiana,East North Central,Midwest,Male,65+,Male 65+,"Some college, no degree","At least $25,000 but less than $35,000",Yes,Yes,Don't know,No,Prefer not to say,2 to 3,Yes,Prefer not to say,,Yes,Slightly agree,6,0,,5,3,3,1,0,0,1,3,16,Moderately Low
New Jersey,Middle Atlantic,Northeast,Male,35-44,Male 35-44,"Some college, no degree","At least $200,000 but less than $300,000",Yes,Yes,No,Yes,Yes,4 to 8,Yes,Yes,No,Yes,Strongly agree,5,5,1,5,3,3,3,3,3,1,3,30,Moderately High
North Carolina,South Atlantic,South,Female,55-64,Female 55-64,High school graduate - regular high school diploma,"At least $35,000 but less than $50,000",Yes,Yes,No,No,,More than 20,Yes,No,No,Yes,Slightly agree,4,1,1,5,3,3,1,,3,1,0,18,Moderately Low
Ohio,East North Central,Midwest,Male,65+,Male 65+,"Some college, no degree","At least $75,000 but less than $100,000",Yes,No,No,No,Yes,No credit cards,,No,,Yes,Slightly agree,3,1,,5,3,1,1,3,3,,1,18,Moderately Low
Missouri,West North Central,Midwest,Male,65+,Male 65+,Bachelor's degree,"At least $150,000 but less than $200,000",Yes,Yes,No,Yes,No,1,No,Yes,,Yes,Moderately agree,5,5,,5,3,3,3,1,3,3,2,28,Moderately High
Ohio,East North Central,Midwest,Male,55-64,Male 55-64,High school graduate - regular high school diploma,"At least $25,000 but less than $35,000",Yes,No,No,No,,1,No,Yes,No,Yes,Slightly agree,5,5,1,5,3,1,1,,3,3,2,24,Average
North Carolina,South Atlantic,South,Male,65+,Male 65+,Bachelor's degree,"At least $100,000 but less than $150,000",Yes,Yes,No,Yes,,4 to 8,No,Yes,,Yes,Strongly agree,5,5,,5,3,3,3,,3,3,3,28,Moderately High
Michigan,East North Central,Midwest,Male,65+,Male 65+,Bachelor's degree,"At least $75,000 but less than $100,000",Yes,Yes,No,Yes,No,1,No,Yes,,Yes,Strongly agree,6,5,,5,3,3,3,1,3,3,2,28,Moderately High
Ohio,East North Central,Midwest,Male,45-54,Male 45-54,Bachelor's degree,"At least $50,000 but less than $75,000",Yes,No,No,No,Yes,4 to 8,Yes,No,No,Yes,Slightly agree,5,1,1,5,3,1,1,3,3,1,3,22,Average
Massachusetts,New England,Northeast,Male,65+,Male 65+,Associate's degree,"At least $35,000 but less than $50,000",Yes,Yes,No,Yes,No,2 to 3,No,Yes,,Yes,Strongly agree,6,5,,5,3,3,3,1,3,3,3,29,Moderately High
Pennsylvania,Middle Atlantic,Northeast,Male,65+,Male 65+,Bachelor's degree,"At least $100,000 but less than $150,000",Yes,Yes,No,Yes,Yes,4 to 8,Yes,Yes,No,Yes,Moderately agree,5,5,1,5,3,3,3,3,3,1,3,30,Moderately High
North Carolina,South Atlantic,South,Male,65+,Male 65+,High school graduate - regular high school diploma,"At least $35,000 but less than $50,000",Yes,Yes,No,No,,1,No,Yes,,Yes,Strongly agree,6,5,,5,3,3,1,,3,3,2,25,Average
Ohio,East North Central,Midwest,Male,65+,Male 65+,High school graduate - regular high school diploma,"At least $25,000 but less than $35,000",Yes,Yes,No,No,,1,No,No,,Yes,Strongly agree,7,1,,5,3,3,1,,3,3,2,21,Average
Nevada,Mountain,West,Male,65+,Male 65+,High school graduate - GED or alternative credential,"At least $100,000 but less than $150,000",Yes,Yes,No,Yes,No,2 to 3,Yes,Yes,,Yes,Strongly agree,6,5,,5,3,3,3,1,3,1,3,27,Moderately High
Nevada,Mountain,West,Male,65+,Male 65+,High school graduate - regular high school diploma,"At least $50,000 but less than $75,000",Yes,Yes,No,Prefer not to say,No,No credit cards,,Yes,,Yes,Strongly agree,4,5,,5,3,3,0,1,3,,1,21,Average
Ohio,East North Central,Midwest,Male,55-64,Male 55-64,"Some college, no degree","At least $75,000 but less than $100,000",Yes,Yes,No,Yes,Yes,9 to 12,Yes,Yes,Yes,Yes,Slightly disagree,5,5,3,5,3,3,3,3,3,1,1,30,Moderately High
Ohio,East North Central,Midwest,Male,65+,Male 65+,Bachelor's degree,"At least $100,000 but less than $150,000",Yes,Yes,No,No,Yes,2 to 3,No,Yes,,Yes,Strongly agree,6,5,,5,3,3,1,3,3,3,3,29,Moderately High
Pennsylvania,Middle Atlantic,Northeast,Male,65+,Male 65+,Associate's degree,"Less than $15,000",Yes,Yes,No,Yes,,1,Yes,Yes,,Yes,Moderately agree,6,5,,5,3,3,3,,3,1,2,25,Average
North Carolina,South Atlantic,South,Female,55-64,Female 55-64,Associate's degree,"At least $35,000 but less than $50,000",Yes,No,No,No,,2 to 3,Don't know,Yes,,Yes,Strongly agree,5,5,,5,3,1,1,,3,0,3,21,Average
Kansas,West North Central,Midwest,Male,35-44,Male 35-44,Associate's degree,"At least $100,000 but less than $150,000",Yes,Yes,Yes,Don't know,Yes,4 to 8,Yes,Yes,Yes,Yes,Strongly agree,6,5,3,5,3,3,0,3,1,1,3,27,Moderately High
Pennsylvania,Middle Atlantic,Northeast,Male,55-64,Male 55-64,Associate's degree,"At least $15,000 but less than $25,000",Yes,No,No,No,,No credit cards,,No,No,Yes,Strongly agree,6,1,1,5,3,1,1,,3,,1,16,Moderately Low
New Jersey,Middle Atlantic,Northeast,Male,65+,Male 65+,"Some college, no degree","At least $50,000 but less than $75,000",Yes,Yes,No,Yes,No,1,Yes,Yes,No,Yes,Strongerly disagree,6,5,1,5,3,3,3,1,3,1,2,27,Moderately High
Idaho,Mountain,West,Male,65+,Male 65+,"Some college, no degree","At least $50,000 but less than $75,000",Yes,Yes,No,Yes,Yes,1,No,No,,Yes,Neither agree nor disagree,6,1,,5,3,3,3,3,3,3,2,26,Average
New Jersey,Middle Atlantic,Northeast,Male,55-64,Male 55-64,Post graduate degree,"At least $100,000 but less than $150,000",Yes,Yes,No,Yes,No,2 to 3,No,Yes,,Yes,Strongly agree,6,5,,5,3,3,3,1,3,3,3,29,Moderately High
North Carolina,South Atlantic,South,Male,65+,Male 65+,"Some college, no degree","At least $50,000 but less than $75,000",Yes,Yes,No,No,No,2 to 3,Yes,Yes,,Yes,Moderately agree,5,5,,5,3,3,1,1,3,1,3,25,Average
North Carolina,South Atlantic,South,Male,65+,Male 65+,"Some college, no degree","At least $100,000 but less than $150,000",Yes,Yes,No,Yes,No,2 to 3,No,Yes,Yes,Yes,Strongly agree,7,5,3,5,3,3,3,1,3,3,3,32,Moderately High
Delaware,South Atlantic,South,Male,65+,Male 65+,Bachelor's degree,"At least $100,000 but less than $150,000",Yes,Yes,No,Yes,Yes,4 to 8,Yes,Yes,No,Yes,Moderately agree,6,5,1,5,3,3,3,3,3,1,3,30,Moderately High
Pennsylvania,Middle Atlantic,Northeast,Male,55-64,Male 55-64,"Some college, no degree","At least $50,000 but less than $75,000",Yes,Yes,No,Yes,Yes,2 to 3,Yes,Yes,Yes,Yes,Strongly agree,7,5,3,5,3,3,3,3,3,1,3,32,Moderately High
North Carolina,South Atlantic,South,Male,65+,Male 65+,"Some college, no degree","At least $100,000 but less than $150,000",Yes,Yes,No,Yes,No,2 to 3,No,Yes,,Yes,Strongly agree,7,5,,5,3,3,3,1,3,3,3,29,Moderately High
Pennsylvania,Middle Atlantic,Northeast,Male,65+,Male 65+,"Some college, no degree","Less than $15,000",Yes,Yes,No,No,,No credit cards,,No,No,Yes,Slightly agree,5,1,1,5,3,3,1,,3,,1,18,Moderately Low
Pennsylvania,Middle Atlantic,Northeast,Male,25-34,Male 25-34,Bachelor's degree,"Less than $15,000",Yes,No,No,No,,No credit cards,,No,No,Yes,Neither agree nor disagree,6,1,1,5,3,1,1,,3,,1,16,Moderately Low
New Jersey,Middle Atlantic,Northeast,Male,65+,Male 65+,Bachelor's degree,"At least $200,000 but less than $300,000",Yes,Yes,No,Yes,Yes,4 to 8,No,Yes,Yes,Yes,Strongly agree,6,5,3,5,3,3,3,3,3,3,3,34,High
